Site, SiteNumber, Seconds, DateTime, Latitude, Longitude, Hsig, Hmax, Tp, Tz, SST, Direction, Current Speed, Current Direction
Caloundra,54,1742220000,2025-03-18T00:00:00,-26.84633,153.15544,1.379,3.05,7.14,4.444,26.3,106.9,-99.9,-99.9
Caloundra,54,1742221800,2025-03-18T00:30:00,-26.84626,153.15559,1.458,2.75,7.69,4.545,26.3,98.4,-99.9,-99.9
Caloundra,54,1742223600,2025-03-18T01:00:00,-26.84623,153.15568,1.402,2.04,7.69,4.819,26.3,95.6,-99.9,-99.9
Caloundra,54,1742225400,2025-03-18T01:30:00,-26.84621,153.15574,1.536,2.55,4.55,4.444,26.35,137.8,-99.9,-99.9
Caloundra,54,1742227200,2025-03-18T02:00:00,-26.8462,153.15581,1.492,2.48,8.33,4.706,26.3,94.2,-99.9,-99.9
Caloundra,54,1742229000,2025-03-18T02:30:00,-26.8462,153.15581,1.359,2.48,8.33,4.762,26.15,85.8,-99.9,-99.9
Caloundra,54,1742230800,2025-03-18T03:00:00,-26.8462,153.15587,1.349,2.29,7.14,4.598,26.15,104.1,-99.9,-99.9
Caloundra,54,1742232600,2025-03-18T03:30:00,-26.84619,153.15587,1.373,2.23,7.69,4.762,26.05,94.2,-99.9,-99.9
Caloundra,54,1742236200,2025-03-18T04:30:00,-26.84619,153.15583,1.297,2.15,8.33,5.0,26.05,84.4,-99.9,-99.9
Caloundra,54,1742238000,2025-03-18T05:00:00,-26.84619,153.15581,1.29,2.71,8.33,4.819,26.05,80.2,-99.9,-99.9
Caloundra,54,1742239800,2025-03-18T05:30:00,-26.84619,153.15579,1.313,2.09,8.33,4.651,26.05,83.0,-99.9,-99.9
Caloundra,54,1742241600,2025-03-18T06:00:00,-26.84621,153.15574,1.244,2.03,8.33,4.494,26.1,87.2,-99.9,-99.9
Caloundra,54,1742243400,2025-03-18T06:30:00,-26.84621,153.15566,1.297,2.19,7.69,4.348,26.1,81.6,-99.9,-99.9
Caloundra,54,1742245200,2025-03-18T07:00:00,-26.84624,153.15557,1.397,2.85,7.69,4.396,26.0,95.6,-99.9,-99.9
Caloundra,54,1742248800,2025-03-18T08:00:00,-26.84656,153.15529,1.336,2.2,7.69,4.545,26.0,97.0,-99.9,-99.9
Caloundra,54,1742252400,2025-03-18T09:00:00,-26.84683,153.15534,1.336,2.13,7.69,4.444,26.1,92.8,-99.9,-99.9
Caloundra,54,1742254200,2025-03-18T09:30:00,-26.84688,153.15536,1.222,2.32,4.55,4.444,26.15,122.3,-99.9,-99.9
Caloundra,54,1742256000,2025-03-18T10:00:00,-26.84687,153.15534,1.275,2.04,4.55,4.348,26.1,128.0,-99.9,-99.9
Caloundra,54,1742257800,2025-03-18T10:30:00,-26.84677,153.15529,1.306,2.16,4.35,4.348,26.1,126.6,-99.9,-99.9
Caloundra,54,1742259600,2025-03-18T11:00:00,-26.84671,153.15531,1.379,2.08,4.55,4.301,26.15,133.6,-99.9,-99.9
Caloundra,54,1742261400,2025-03-18T11:30:00,-26.84653,153.15534,1.386,2.84,7.69,4.396,26.15,88.6,-99.9,-99.9
Caloundra,54,1742263200,2025-03-18T12:00:00,-26.8464,153.15542,1.388,2.4,4.35,4.396,26.2,132.2,-99.9,-99.9
Caloundra,54,1742265000,2025-03-18T12:30:00,-26.84629,153.15555,1.323,2.38,4.35,4.348,26.15,140.6,-99.9,-99.9
Caloundra,54,1742268600,2025-03-18T13:30:00,-26.84621,153.15581,1.283,2.3,7.69,4.598,25.95,91.4,-99.9,-99.9
Caloundra,54,1742270400,2025-03-18T14:00:00,-26.84622,153.15587,1.285,2.45,7.69,4.348,25.95,73.1,-99.9,-99.9
Caloundra,54,1742272200,2025-03-18T14:30:00,-26.84621,153.15587,1.302,2.11,7.69,4.396,25.95,75.9,-99.9,-99.9
Caloundra,54,1742274000,2025-03-18T15:00:00,-26.84624,153.15583,1.238,2.39,7.14,4.545,25.95,97.0,-99.9,-99.9
Caloundra,54,1742275800,2025-03-18T15:30:00,-26.84619,153.15583,1.245,2.02,7.14,4.651,25.95,92.8,-99.9,-99.9
Caloundra,54,1742277600,2025-03-18T16:00:00,-26.84619,153.15583,1.227,1.88,7.69,4.706,25.9,97.0,-99.9,-99.9
Caloundra,54,1742279400,2025-03-18T16:30:00,-26.8462,153.15581,1.132,1.92,7.14,4.819,25.85,94.2,-99.9,-99.9
Caloundra,54,1742281200,2025-03-18T17:00:00,-26.84621,153.15577,1.105,1.66,7.14,4.706,25.85,94.2,-99.9,-99.9
Caloundra,54,1742283000,2025-03-18T17:30:00,-26.8462,153.15568,1.046,2.01,7.69,4.651,25.75,91.4,-99.9,-99.9
Caloundra,54,1742284800,2025-03-18T18:00:00,-26.84621,153.15566,1.162,1.85,7.69,4.651,25.8,80.2,-99.9,-99.9
Caloundra,54,1742286600,2025-03-18T18:30:00,-26.84622,153.15564,1.084,1.59,7.14,4.494,25.8,99.8,-99.9,-99.9
Caloundra,54,1742288400,2025-03-18T19:00:00,-26.84626,153.15555,1.146,2.07,7.14,4.348,25.8,92.8,-99.9,-99.9
Caloundra,54,1742290200,2025-03-18T19:30:00,-26.84634,153.15544,1.065,1.71,7.69,4.494,25.75,95.6,-99.9,-99.9
Caloundra,54,1742292000,2025-03-18T20:00:00,-26.84657,153.15531,1.095,1.87,7.69,4.301,25.75,91.4,-99.9,-99.9
Caloundra,54,1742293800,2025-03-18T20:30:00,-26.84684,153.15534,1.01,1.78,7.14,4.444,25.8,94.2,-99.9,-99.9
Caloundra,54,1742295600,2025-03-18T21:00:00,-26.84688,153.15531,1.026,1.61,7.69,4.348,25.8,87.2,-99.9,-99.9
Caloundra,54,1742297400,2025-03-18T21:30:00,-26.84696,153.15536,1.018,1.62,7.14,4.255,25.75,90.0,-99.9,-99.9
Caloundra,54,1742299200,2025-03-18T22:00:00,-26.84698,153.1554,1.105,1.98,7.14,4.396,25.8,87.2,-99.9,-99.9
Caloundra,54,1742301000,2025-03-18T22:30:00,-26.84695,153.15538,1.121,1.97,7.14,4.348,25.8,92.8,-99.9,-99.9
Caloundra,54,1742302800,2025-03-18T23:00:00,-26.84694,153.15538,1.144,1.94,7.14,4.211,25.8,92.8,-99.9,-99.9
Caloundra,54,1742304600,2025-03-18T23:30:00,-26.84669,153.15534,1.264,2.25,7.14,4.396,25.6,90.0,-99.9,-99.9
Caloundra,54,1742306400,2025-03-19T00:00:00,-26.84647,153.15538,1.207,2.6,7.69,4.494,25.6,84.4,-99.9,-99.9
Caloundra,54,1742308200,2025-03-19T00:30:00,-26.84634,153.15551,1.151,2.01,7.14,4.444,25.6,95.6,-99.9,-99.9
Caloundra,54,1742310000,2025-03-19T01:00:00,-26.84632,153.15553,1.096,1.83,7.14,4.396,25.6,85.8,-99.9,-99.9
Caloundra,54,1742311800,2025-03-19T01:30:00,-26.84626,153.15559,1.095,1.85,7.14,4.444,25.6,90.0,-99.9,-99.9
Caloundra,54,1742313600,2025-03-19T02:00:00,-26.84621,153.15581,1.111,2.0,7.14,4.545,25.6,90.0,-99.9,-99.9
Caloundra,54,1742315400,2025-03-19T02:30:00,-26.84621,153.15587,1.095,1.83,7.14,4.396,25.6,90.0,-99.9,-99.9
Caloundra,54,1742317200,2025-03-19T03:00:00,-26.84621,153.15592,1.199,1.87,7.69,4.211,25.55,80.2,-99.9,-99.9
Caloundra,54,1742319000,2025-03-19T03:30:00,-26.84621,153.15587,1.083,1.79,6.67,4.494,25.5,97.0,-99.9,-99.9
Caloundra,54,1742320800,2025-03-19T04:00:00,-26.84621,153.15587,1.127,2.23,5.56,4.255,25.55,98.4,-99.9,-99.9
Caloundra,54,1742322600,2025-03-19T04:30:00,-26.8462,153.15587,1.049,1.79,6.25,4.494,25.55,91.4,-99.9,-99.9
Caloundra,54,1742324400,2025-03-19T05:00:00,-26.8462,153.15587,0.991,1.99,7.14,4.301,25.55,92.8,-99.9,-99.9
Caloundra,54,1742326200,2025-03-19T05:30:00,-26.84618,153.15583,1.023,2.04,7.14,4.301,25.5,99.8,-99.9,-99.9
Caloundra,54,1742328000,2025-03-19T06:00:00,-26.84619,153.15579,0.948,1.8,7.14,4.301,25.5,83.0,-99.9,-99.9
Caloundra,54,1742329800,2025-03-19T06:30:00,-26.84619,153.15572,0.881,1.73,7.14,4.396,25.55,95.6,-99.9,-99.9
Caloundra,54,1742331600,2025-03-19T07:00:00,-26.84619,153.15574,0.926,1.53,6.67,4.301,25.5,85.8,-99.9,-99.9
Caloundra,54,1742333400,2025-03-19T07:30:00,-26.8462,153.15566,0.941,1.51,7.14,4.396,25.5,90.0,-99.9,-99.9
Caloundra,54,1742335200,2025-03-19T08:00:00,-26.84624,153.15555,0.852,1.44,7.14,4.255,25.5,94.2,-99.9,-99.9
Caloundra,54,1742337000,2025-03-19T08:30:00,-26.84628,153.15551,0.936,2.09,7.14,4.255,25.55,98.4,-99.9,-99.9
Caloundra,54,1742338800,2025-03-19T09:00:00,-26.84638,153.1554,0.962,1.76,6.67,4.167,25.55,97.0,-99.9,-99.9
Caloundra,54,1742340600,2025-03-19T09:30:00,-26.84648,153.15536,0.992,1.61,6.25,4.124,25.55,101.3,-99.9,-99.9
Caloundra,54,1742342400,2025-03-19T10:00:00,-26.84655,153.15531,0.975,1.48,6.67,4.255,25.55,101.3,-99.9,-99.9
Caloundra,54,1742344200,2025-03-19T10:30:00,-26.84666,153.15531,1.017,1.86,6.25,4.255,25.6,98.4,-99.9,-99.9
Caloundra,54,1742346000,2025-03-19T11:00:00,-26.84662,153.15534,0.99,2.04,6.67,4.255,25.65,92.8,-99.9,-99.9
Caloundra,54,1742347800,2025-03-19T11:30:00,-26.84656,153.15534,0.941,1.46,7.14,4.211,25.7,97.0,-99.9,-99.9
Caloundra,54,1742349600,2025-03-19T12:00:00,-26.84646,153.1554,0.977,1.5,6.67,4.348,25.75,97.0,-99.9,-99.9
Caloundra,54,1742351400,2025-03-19T12:30:00,-26.84637,153.15547,1.048,1.71,7.14,4.444,25.75,95.6,-99.9,-99.9
Caloundra,54,1742353200,2025-03-19T13:00:00,-26.84628,153.15559,0.992,1.43,6.67,4.706,25.75,88.6,-99.9,-99.9
Caloundra,54,1742355000,2025-03-19T13:30:00,-26.84624,153.1557,0.972,1.82,6.67,4.598,25.75,97.0,-99.9,-99.9
Caloundra,54,1742356800,2025-03-19T14:00:00,-26.84623,153.15579,1.008,1.86,6.67,4.494,25.7,94.2,-99.9,-99.9
Caloundra,54,1742358600,2025-03-19T14:30:00,-26.84623,153.15587,1.046,1.74,7.14,4.545,25.7,97.0,-99.9,-99.9
Caloundra,54,1742360400,2025-03-19T15:00:00,-26.84623,153.15587,0.999,1.69,7.14,4.598,25.7,85.8,-99.9,-99.9
Caloundra,54,1742362200,2025-03-19T15:30:00,-26.84621,153.15587,1.02,2.02,7.14,4.598,25.65,92.8,-99.9,-99.9
Caloundra,54,1742364000,2025-03-19T16:00:00,-26.84621,153.15587,1.05,1.71,7.14,4.494,25.65,84.4,-99.9,-99.9
Caloundra,54,1742365800,2025-03-19T16:30:00,-26.84621,153.15585,0.99,1.83,6.67,4.706,25.65,98.4,-99.9,-99.9
Caloundra,54,1742367600,2025-03-19T17:00:00,-26.8462,153.15581,0.992,1.81,7.14,4.444,25.65,80.2,-99.9,-99.9
Caloundra,54,1742369400,2025-03-19T17:30:00,-26.8462,153.15577,1.081,1.82,6.67,4.444,25.6,94.2,-99.9,-99.9
Caloundra,54,1742371200,2025-03-19T18:00:00,-26.8462,153.1557,0.975,1.74,6.25,4.651,25.65,97.0,-99.9,-99.9
Caloundra,54,1742373000,2025-03-19T18:30:00,-26.8462,153.15568,1.021,1.57,7.69,4.598,25.7,102.7,-99.9,-99.9
Caloundra,54,1742374800,2025-03-19T19:00:00,-26.84621,153.1557,1.046,1.95,6.25,4.598,25.7,102.7,-99.9,-99.9
Caloundra,54,1742376600,2025-03-19T19:30:00,-26.84624,153.15559,1.019,1.55,7.14,4.762,25.7,84.4,-99.9,-99.9
Caloundra,54,1742378400,2025-03-19T20:00:00,-26.84634,153.15547,1.024,1.65,7.69,4.494,25.7,101.3,-99.9,-99.9
Caloundra,54,1742380200,2025-03-19T20:30:00,-26.84651,153.15534,1.016,1.78,7.69,4.494,25.7,105.5,-99.9,-99.9
Caloundra,54,1742382000,2025-03-19T21:00:00,-26.84662,153.15529,1.068,2.22,7.14,4.494,25.65,97.0,-99.9,-99.9
Caloundra,54,1742383800,2025-03-19T21:30:00,-26.84677,153.15529,1.114,1.8,7.69,4.444,25.7,98.4,-99.9,-99.9
Caloundra,54,1742385600,2025-03-19T22:00:00,-26.84688,153.15534,1.051,1.63,7.69,4.598,25.65,95.6,-99.9,-99.9
Caloundra,54,1742387400,2025-03-19T22:30:00,-26.8469,153.15531,1.135,1.79,7.69,4.494,25.7,97.0,-99.9,-99.9
Caloundra,54,1742389200,2025-03-19T23:00:00,-26.84687,153.15531,1.194,1.84,7.14,4.651,25.65,97.0,-99.9,-99.9
Caloundra,54,1742391000,2025-03-19T23:30:00,-26.84686,153.15534,1.335,2.25,7.69,4.706,25.65,92.8,-99.9,-99.9
Caloundra,54,1742392800,2025-03-20T00:00:00,-26.84679,153.15531,1.288,2.24,7.69,4.762,25.65,97.0,-99.9,-99.9
Caloundra,54,1742394600,2025-03-20T00:30:00,-26.84665,153.15531,1.382,2.18,7.69,4.819,25.55,101.3,-99.9,-99.9
Caloundra,54,1742396400,2025-03-20T01:00:00,-26.84655,153.15534,1.44,2.09,7.14,4.878,25.5,99.8,-99.9,-99.9
Caloundra,54,1742398200,2025-03-20T01:30:00,-26.84646,153.1554,1.452,2.45,7.14,5.128,25.5,98.4,-99.9,-99.9
Caloundra,54,1742400000,2025-03-20T02:00:00,-26.84633,153.15549,1.527,2.24,7.14,4.938,25.45,102.7,-99.9,-99.9
Caloundra,54,1742401800,2025-03-20T02:30:00,-26.84625,153.15566,1.457,2.49,7.69,5.195,25.5,99.8,-99.9,-99.9
Caloundra,54,1742403600,2025-03-20T03:00:00,-26.84622,153.15572,1.391,2.35,7.14,4.878,25.5,94.2,-99.9,-99.9
Caloundra,54,1742405400,2025-03-20T03:30:00,-26.84622,153.15581,1.409,2.55,7.69,4.938,25.5,101.3,-99.9,-99.9
Caloundra,54,1742407200,2025-03-20T04:00:00,-26.84623,153.15587,1.425,2.18,7.69,5.195,25.5,98.4,-99.9,-99.9
Caloundra,54,1742409000,2025-03-20T04:30:00,-26.84623,153.15592,1.466,2.17,7.69,5.263,25.45,97.0,-99.9,-99.9
Caloundra,54,1742410800,2025-03-20T05:00:00,-26.84622,153.15592,1.451,2.19,7.14,5.263,25.45,91.4,-99.9,-99.9
Caloundra,54,1742412600,2025-03-20T05:30:00,-26.84621,153.15587,1.28,2.69,7.14,5.0,25.45,94.2,-99.9,-99.9
Caloundra,54,1742414400,2025-03-20T06:00:00,-26.84621,153.15585,1.331,2.34,6.67,5.0,25.5,105.5,-99.9,-99.9
Caloundra,54,1742416200,2025-03-20T06:30:00,-26.84621,153.15577,1.252,2.37,7.69,4.878,25.5,101.3,-99.9,-99.9
Caloundra,54,1742418000,2025-03-20T07:00:00,-26.84621,153.15574,1.201,1.85,7.14,4.878,25.5,108.3,-99.9,-99.9
Caloundra,54,1742419800,2025-03-20T07:30:00,-26.84622,153.15574,1.158,2.05,7.14,5.0,25.5,108.3,-99.9,-99.9
Caloundra,54,1742421600,2025-03-20T08:00:00,-26.84622,153.1557,1.082,1.89,7.69,5.063,25.55,101.3,-99.9,-99.9
Caloundra,54,1742423400,2025-03-20T08:30:00,-26.84624,153.15566,1.049,1.76,7.14,5.063,25.55,102.7,-99.9,-99.9
Caloundra,54,1742425200,2025-03-20T09:00:00,-26.84627,153.15557,1.104,1.86,7.69,5.263,25.6,104.1,-99.9,-99.9
Caloundra,54,1742427000,2025-03-20T09:30:00,-26.84635,153.15547,1.082,1.68,7.14,5.405,25.65,101.3,-99.9,-99.9
Caloundra,54,1742428800,2025-03-20T10:00:00,-26.84638,153.15544,0.989,1.56,8.33,5.333,25.75,101.3,-99.9,-99.9
Caloundra,54,1742430600,2025-03-20T10:30:00,-26.84639,153.15551,1.113,2.04,7.69,5.333,26.05,97.0,-99.9,-99.9
Caloundra,54,1742432400,2025-03-20T11:00:00,-26.84643,153.15542,1.054,1.54,7.14,5.405,25.8,98.4,-99.9,-99.9
Caloundra,54,1742434200,2025-03-20T11:30:00,-26.84647,153.15542,1.074,1.79,8.33,4.878,25.85,102.7,-99.9,-99.9
Caloundra,54,1742436000,2025-03-20T12:00:00,-26.84642,153.15542,1.085,1.59,8.33,5.063,25.9,104.1,-99.9,-99.9
Caloundra,54,1742437800,2025-03-20T12:30:00,-26.84638,153.15544,1.059,1.91,7.69,5.128,25.9,108.3,-99.9,-99.9
Caloundra,54,1742439600,2025-03-20T13:00:00,-26.84632,153.15553,1.144,1.81,7.69,5.0,25.95,106.9,-99.9,-99.9
Caloundra,54,1742441400,2025-03-20T13:30:00,-26.84627,153.15562,1.062,1.68,7.14,5.333,26.0,99.8,-99.9,-99.9
Caloundra,54,1742443200,2025-03-20T14:00:00,-26.84626,153.15574,1.184,1.82,7.69,5.063,26.05,108.3,-99.9,-99.9
Caloundra,54,1742445000,2025-03-20T14:30:00,-26.84625,153.15579,1.074,1.81,7.69,5.263,26.0,106.9,-99.9,-99.9
Caloundra,54,1742446800,2025-03-20T15:00:00,-26.84625,153.15583,1.038,1.81,8.33,5.0,26.0,104.1,-99.9,-99.9
Caloundra,54,1742448600,2025-03-20T15:30:00,-26.84622,153.15583,1.081,1.83,7.69,5.195,26.05,112.5,-99.9,-99.9
Caloundra,54,1742450400,2025-03-20T16:00:00,-26.84622,153.15585,1.062,1.75,7.69,5.195,25.95,104.1,-99.9,-99.9
Caloundra,54,1742452200,2025-03-20T16:30:00,-26.84623,153.15585,1.077,1.78,7.14,5.263,26.05,102.7,-99.9,-99.9
Caloundra,54,1742454000,2025-03-20T17:00:00,-26.84621,153.15583,1.075,1.74,8.33,5.263,25.9,99.8,-99.9,-99.9
Caloundra,54,1742455800,2025-03-20T17:30:00,-26.84622,153.15583,1.116,1.91,7.14,5.063,25.85,99.8,-99.9,-99.9
Caloundra,54,1742457600,2025-03-20T18:00:00,-26.84622,153.15581,1.098,1.81,7.14,4.938,25.75,92.8,-99.9,-99.9
Caloundra,54,1742459400,2025-03-20T18:30:00,-26.84621,153.15577,1.063,1.86,7.69,5.0,25.8,99.8,-99.9,-99.9
Caloundra,54,1742461200,2025-03-20T19:00:00,-26.84621,153.15577,1.137,2.01,8.33,4.878,25.85,99.8,-99.9,-99.9
Caloundra,54,1742463000,2025-03-20T19:30:00,-26.84622,153.15568,1.022,1.56,6.67,5.063,25.85,90.0,-99.9,-99.9
Caloundra,54,1742464800,2025-03-20T20:00:00,-26.84626,153.15557,1.044,1.78,7.69,5.0,25.75,95.6,-99.9,-99.9
Caloundra,54,1742466600,2025-03-20T20:30:00,-26.84638,153.15542,1.077,1.67,7.14,4.878,25.75,91.4,-99.9,-99.9
Caloundra,54,1742468400,2025-03-20T21:00:00,-26.84665,153.15529,1.063,1.66,7.69,4.878,25.8,97.0,-99.9,-99.9
Caloundra,54,1742470200,2025-03-20T21:30:00,-26.84678,153.15529,1.058,1.7,7.14,4.545,25.75,98.4,-99.9,-99.9
Caloundra,54,1742472000,2025-03-20T22:00:00,-26.84685,153.15531,1.132,1.95,7.69,4.494,25.8,91.4,-99.9,-99.9
Caloundra,54,1742473800,2025-03-20T22:30:00,-26.84684,153.15531,1.084,1.85,8.33,4.819,25.75,101.3,-99.9,-99.9
Caloundra,54,1742475600,2025-03-20T23:00:00,-26.84686,153.15534,1.067,1.71,8.33,4.938,25.75,94.2,-99.9,-99.9
Caloundra,54,1742477400,2025-03-20T23:30:00,-26.84688,153.15536,1.146,1.82,8.33,5.128,25.7,95.6,-99.9,-99.9
Caloundra,54,1742479200,2025-03-21T00:00:00,-26.84682,153.15536,1.226,1.76,9.09,5.195,25.65,92.8,-99.9,-99.9
Caloundra,54,1742481000,2025-03-21T00:30:00,-26.84671,153.15536,1.145,2.09,8.33,5.263,25.6,95.6,-99.9,-99.9
Caloundra,54,1742482800,2025-03-21T01:00:00,-26.84677,153.15536,1.191,2.0,9.09,5.063,25.55,95.6,-99.9,-99.9
Caloundra,54,1742484600,2025-03-21T01:30:00,-26.84676,153.15534,1.103,1.97,9.09,5.333,25.55,85.8,-99.9,-99.9
Caloundra,54,1742486400,2025-03-21T02:00:00,-26.84658,153.1554,1.144,1.86,7.69,5.333,25.55,94.2,-99.9,-99.9
Caloundra,54,1742488200,2025-03-21T02:30:00,-26.84628,153.15564,1.135,1.91,8.33,5.333,25.55,90.0,-99.9,-99.9
Caloundra,54,1742490000,2025-03-21T03:00:00,-26.84623,153.15579,1.156,2.09,8.33,5.634,25.6,87.2,-99.9,-99.9
Caloundra,54,1742491800,2025-03-21T03:30:00,-26.84623,153.15585,1.091,1.88,8.33,5.556,25.65,90.0,-99.9,-99.9
Caloundra,54,1742493600,2025-03-21T04:00:00,-26.84624,153.15594,1.094,1.88,8.33,5.634,25.6,91.4,-99.9,-99.9
Caloundra,54,1742495400,2025-03-21T04:30:00,-26.84625,153.156,1.147,2.02,6.67,5.714,25.65,84.4,-99.9,-99.9
Caloundra,54,1742497200,2025-03-21T05:00:00,-26.84625,153.156,1.187,2.06,8.33,5.714,25.65,97.0,-99.9,-99.9
Caloundra,54,1742499000,2025-03-21T05:30:00,-26.84625,153.15602,1.118,2.4,7.14,5.797,25.65,88.6,-99.9,-99.9
Caloundra,54,1742500800,2025-03-21T06:00:00,-26.84624,153.156,1.034,2.07,7.69,5.882,25.55,87.2,-99.9,-99.9
Caloundra,54,1742502600,2025-03-21T06:30:00,-26.84623,153.15594,1.109,1.74,7.14,5.634,25.55,77.3,-99.9,-99.9
Caloundra,54,1742504400,2025-03-21T07:00:00,-26.84624,153.15594,1.008,1.76,7.69,5.797,25.55,92.8,-99.9,-99.9
Caloundra,54,1742506200,2025-03-21T07:30:00,-26.84625,153.15594,1.026,1.81,6.67,5.714,25.55,85.8,-99.9,-99.9
Caloundra,54,1742508000,2025-03-21T08:00:00,-26.84624,153.15592,0.977,1.78,7.69,5.882,25.55,90.0,-99.9,-99.9
Caloundra,54,1742509800,2025-03-21T08:30:00,-26.84625,153.15594,1.011,1.69,7.69,5.556,25.65,94.2,-99.9,-99.9
Caloundra,54,1742511600,2025-03-21T09:00:00,-26.84627,153.15592,0.985,1.63,8.33,5.714,25.7,90.0,-99.9,-99.9
Caloundra,54,1742513400,2025-03-21T09:30:00,-26.84625,153.15583,0.93,1.55,8.33,5.797,25.85,98.4,-99.9,-99.9
Caloundra,54,1742515200,2025-03-21T10:00:00,-26.84624,153.15566,0.967,1.69,8.33,5.556,25.85,90.0,-99.9,-99.9
Caloundra,54,1742517000,2025-03-21T10:30:00,-26.84627,153.15557,0.923,1.4,8.33,5.714,25.9,95.6,-99.9,-99.9
Caloundra,54,1742518800,2025-03-21T11:00:00,-26.84633,153.15549,0.962,1.61,8.33,5.634,26.0,91.4,-99.9,-99.9
Caloundra,54,1742520600,2025-03-21T11:30:00,-26.84636,153.15544,0.895,1.49,8.33,5.634,26.05,98.4,-99.9,-99.9
Caloundra,54,1742522400,2025-03-21T12:00:00,-26.84635,153.15547,0.951,1.57,8.33,5.333,26.0,101.3,-99.9,-99.9
Caloundra,54,1742524200,2025-03-21T12:30:00,-26.84629,153.15559,0.924,1.61,8.33,5.333,25.95,97.0,-99.9,-99.9
Caloundra,54,1742526000,2025-03-21T13:00:00,-26.84626,153.15572,0.886,1.51,7.69,5.128,26.0,95.6,-99.9,-99.9
Caloundra,54,1742527800,2025-03-21T13:30:00,-26.84626,153.15581,0.954,1.84,9.09,4.938,26.05,95.6,-99.9,-99.9
Caloundra,54,1742529600,2025-03-21T14:00:00,-26.84627,153.15585,0.895,1.54,8.33,5.263,26.05,94.2,-99.9,-99.9
Caloundra,54,1742531400,2025-03-21T14:30:00,-26.84626,153.1557,0.915,1.61,8.33,5.333,26.3,98.4,-99.9,-99.9
Caloundra,54,1742533200,2025-03-21T15:00:00,-26.84625,153.15574,0.881,1.48,8.33,5.634,26.2,99.8,-99.9,-99.9
Caloundra,54,1742535000,2025-03-21T15:30:00,-26.84623,153.15577,0.869,1.9,8.33,5.479,26.15,105.5,-99.9,-99.9
Caloundra,54,1742536800,2025-03-21T16:00:00,-26.84623,153.15583,0.956,1.56,9.09,5.405,26.2,92.8,-99.9,-99.9
Caloundra,54,1742538600,2025-03-21T16:30:00,-26.84626,153.15587,1.004,1.66,8.33,5.797,26.25,92.8,-99.9,-99.9
Caloundra,54,1742540400,2025-03-21T17:00:00,-26.84626,153.15589,0.943,1.97,8.33,6.061,26.15,91.4,-99.9,-99.9
Caloundra,54,1742542200,2025-03-21T17:30:00,-26.84624,153.15587,0.879,1.41,7.69,5.714,26.2,98.4,-99.9,-99.9
Caloundra,54,1742544000,2025-03-21T18:00:00,-26.84624,153.15585,0.95,1.49,8.33,5.479,26.2,84.4,-99.9,-99.9
Caloundra,54,1742545800,2025-03-21T18:30:00,-26.84623,153.15583,0.985,1.68,8.33,5.797,26.15,92.8,-99.9,-99.9
Caloundra,54,1742547600,2025-03-21T19:00:00,-26.84623,153.15581,0.96,1.58,8.33,5.882,26.05,92.8,-99.9,-99.9
Caloundra,54,1742549400,2025-03-21T19:30:00,-26.84623,153.15577,0.968,1.44,8.33,5.882,26.05,91.4,-99.9,-99.9
Caloundra,54,1742551200,2025-03-21T20:00:00,-26.84625,153.15568,1.006,1.56,8.33,5.97,26.05,92.8,-99.9,-99.9
Caloundra,54,1742553000,2025-03-21T20:30:00,-26.84632,153.15559,0.973,1.47,8.33,5.97,25.95,91.4,-99.9,-99.9
Caloundra,54,1742554800,2025-03-21T21:00:00,-26.84638,153.15551,0.951,1.93,7.69,5.634,25.95,92.8,-99.9,-99.9
Caloundra,54,1742556600,2025-03-21T21:30:00,-26.84657,153.15538,0.951,1.53,7.69,5.479,25.95,92.8,-99.9,-99.9
Caloundra,54,1742558400,2025-03-21T22:00:00,-26.8468,153.15538,0.902,1.75,7.69,5.333,25.9,95.6,-99.9,-99.9
Caloundra,54,1742560200,2025-03-21T22:30:00,-26.84699,153.15547,0.928,1.65,8.33,5.195,25.85,91.4,-99.9,-99.9
Caloundra,54,1742562000,2025-03-21T23:00:00,-26.84703,153.15555,0.99,1.59,7.69,5.333,25.85,94.2,-99.9,-99.9
Caloundra,54,1742563800,2025-03-21T23:30:00,-26.84705,153.15557,0.903,1.73,7.69,5.714,25.8,90.0,-99.9,-99.9
Caloundra,54,1742565600,2025-03-22T00:00:00,-26.84703,153.15553,1.008,1.69,8.33,5.714,25.8,97.0,-99.9,-99.9
Caloundra,54,1742567400,2025-03-22T00:30:00,-26.84697,153.15547,0.879,1.28,7.69,5.882,25.85,95.6,-99.9,-99.9
Caloundra,54,1742569200,2025-03-22T01:00:00,-26.84693,153.15542,1.003,1.72,7.69,5.882,25.85,94.2,-99.9,-99.9
Caloundra,54,1742571000,2025-03-22T01:30:00,-26.84692,153.15542,0.939,1.59,7.69,6.154,25.9,88.6,-99.9,-99.9
Caloundra,54,1742572800,2025-03-22T02:00:00,-26.8469,153.15542,0.957,1.5,8.33,6.061,25.9,90.0,-99.9,-99.9
Caloundra,54,1742574600,2025-03-22T02:30:00,-26.84688,153.1554,1.037,1.71,8.33,6.25,25.8,95.6,-99.9,-99.9
Caloundra,54,1742576400,2025-03-22T03:00:00,-26.84684,153.15542,0.97,1.7,7.69,6.25,25.9,88.6,-99.9,-99.9
Caloundra,54,1742578200,2025-03-22T03:30:00,-26.84665,153.15547,1.006,1.73,7.69,6.154,25.8,87.2,-99.9,-99.9
